P;;;;;;
Immatriculation;Code;Date MC;Code;Désignation;Cpt. actuel;Nom
CX-056-AZ;VLC071RE08;28/11/2008;DOM;Biens remis aux Domaines;260400,00;RENAULT MODUS 1,5 DCI
CX-072-AZ;VLC039RE08;10/01/2008;DOM;Biens remis aux Domaines;232756,00;RENAULT CLIO III 1,5 DCI
CX-095-AZ;VLC037RE08;10/01/2008;DOM;Biens remis aux Domaines;214908,00;RENAULT CLIO III 1,5 DCI
CX-117-AZ;VLC035RE08;10/01/2008;PSNPOOL;Pool Relais PS Nantes;211157,00;RENAULT CLIO 1,5 DCI
CX-163-AZ;CAB017RE07;23/10/2007;CEICHBO;CEI Châteaubourg;199175,00;RENAULT MIDLUM 160.10
CX-217-AZ;VLC065RE08;28/11/2008;DOM;Biens remis aux Domaines;290000,00;RENAULT MODUS 1,5 DCI
CX-246-AZ;VLD004PE07;23/11/2007;PSRREF;Réforme PS Rennes;235363,00;PEUGEOT 308 1.6 HDI
CX-265-AZ;VLC053RE08;04/09/2008;STRENN;Section Travaux Rennes;265399,00;RENAULT CLIO III 1,5 DCI
CX-300-AZ;VLC062RE08;15/10/2008;STRENN;Section Travaux Rennes;351410,00;RENAULT CLIO III 1,5 DCI
CX-324-AZ;VUA045RE08;18/09/2008;DOM;Biens remis aux Domaines;264818,00;RENAULT KANGOO EXPRESS.1.5 DCI
CX-346-AZ;VLA022RE08;04/09/2008;DOM;Biens remis aux Domaines;255600,00;RENAULT KANGOO.1.5 DCI 5P
CX-371-AZ;VLB032RE08;24/11/2008;PSRPOOL;Pool Relais PS Rennes;225688,00;RENAULT TWINGO 1,5 DCI
CX-483-AY;VLA054RE08;25/09/2008;PSLAVAL;Point Service Laval;236000,00;RENAULT KANGOO.1.5 DCI 5P
CX-506-AY;VLC036RE08;10/01/2008;DOM;Biens remis aux Domaines;234019,00;RENAULT CLIO 1,5 DCI
CX-527-AY;VLC054RE08;04/09/2008;DOM;Biens remis aux Domaines;278142,00;RENAULT CLIO III 1,5 DCI
CX-553-AY;VLB031RE08;08/04/2008;DOM;Biens remis aux Domaines;228341,00;RENAULT TWINGO 1,5 DCI
CX-587-MQ;VLA015RE07;24/07/2007;DOM;Biens remis aux Domaines;306725,00;RENAULT KANGOO 1.5 DCI 5P
CX-598-MQ;VLA018RE07;24/07/2007;DOM;Biens remis aux Domaines;368708,00;RENAULT KANGOO 1.5 DCI 5P
CX-605-MQ;VLA017RE07;24/07/2007;DOM;Biens remis aux Domaines;290259,00;RENAULT KANGOO 1.5 DCI 5P
CX-649-MQ;VLA016RE07;24/07/2007;DOM;Biens remis aux Domaines;332669,00;RENAULT KANGOO 1.5 DCI 5P
CX-681-MQ;CAC081RE13;01/08/2013;CEIGUIN;CEI Guingamp;84555,00;RENAULT PREMIUM 270 DXI
CX-716-VP;CAD049RE13;04/08/2013;CEIRENN;CEI Rennes;146746,00;RENAULT PREMIUM LANDER 430.26 6X 4 AMPLIROLL
CX-726-AY;VUA039RE07;28/09/2007;DOM;Biens remis aux Domaines;330000,00;RENAULT KANGOO 1,5 DCI
CX-795-AY;VLC067RE08;19/12/2008;DOM;Biens remis aux Domaines;260000,00;RENAULT MODUS 1,5 DCI
CX-819-AY;VUA038RE07;28/09/2007;DOM;Biens remis aux Domaines;317111,00;RENAULT KANGOO 1,5 DCI
CX-839-AY;VUA047RE08;05/11/2008;PSVPOOL;Pool Relais PS Vannes;259611,00;RENAULT KANGOO 1,5 DCI
CX-867-AY;VUA042RE08;04/09/2008;DOM;Biens remis aux Domaines;335536,00;RENAULT KANGOO 1.5  DCI
CX-894-AY;VUB014CI07;30/08/2007;DOM;Biens remis aux Domaines;411238,00;CITROEN JUMPY CONF 2.0 HDI
CX-926-AY;VUE030RE08;13/02/2008;DOM;Biens remis aux Domaines;414962,00;RENAULT MASTER L3H2 2,5 DCI-120
CX-947-AY;VUE029RE08;16/09/2008;DOM;Biens remis aux Domaines;241311,00;RENAULT MASTER L3H2 2,5 DCI-120
CX-980-AY;VLA021RE08;06/03/2008;PSBPOOL;Pool Relais PS Brest;232459,00;RENAULT KANGOO.1.5 DCI 5P
CY-017-HH;VUE050RE08;05/08/2008;DOM;Biens remis aux Domaines;507380,00;RENAULT MASTER L2H2 2,5 DCI 150CV
CY-047-HH;VUE043RE08;05/05/2008;DOM;Biens remis aux Domaines;605306,00;RENAULT MASTER 2,5  DCI 150
CY-084-HH;VUE045RE08;05/05/2008;DOM;Biens remis aux Domaines;326050,00;RENAULT MASTER L2H2 2,5 DCI 150CV
CY-281-VZ;VLD007RE08;04/01/2008;PSRPOOL;Pool Relais PS Rennes;246840,00;RENAULT GRAND SCENIC
CY-353-VZ;VLD008PE08;30/05/2008;DOM;Biens remis aux Domaines;275732,00;PEUGEOT 308 1.6 HDI
CY-400-VZ;VLA019RE07;16/01/2008;PSRENNE;Point Service Rennes;239137,00;RENAULT KANGOO.1.5 DCI 5P
CY-427-VZ;VUE035RE08;30/06/2008;DOM;Biens remis aux Domaines;270150,00;RENAULT MASTER L3H2 2,5 DCI-120
CY-450-VZ;VUE032RE08;05/02/2008;PSRREF;Réforme PS Rennes;588100,00;RENAULT MASTER L3H2 2,5 DCI-120
CY-479-RX;VUE052RE08;07/03/2008;DOM;Biens remis aux Domaines;342730,00;RENAULT MASTER L2H2 2,5 DCI-120
CY-504-RX;VUE053RE08;11/06/2008;DOM;Biens remis aux Domaines;478800,00;RENAULT MASTER L2H2 2,5 DCI-120
CY-531-VZ;VUE034RE08;03/06/2008;DOM;Biens remis aux Domaines;278400,00;RENAULT MASTER L3H2 2,5 DCI-120
CY-568-VZ;VLD009PE08;03/06/2008;DIS56;District Vannes;372237,00;PEUGEOT 308 1,6 HDI
CY-587-VZ;VUE036RE08;05/02/2008;DOM;Biens remis aux Domaines;370755,00;RENAULT MASTER L3H2 2,5 DCI-120
CY-610-VZ;CAB018RE08;11/06/2008;CEIPLEU;CEI Pleumeleuc;221954,00;RENAULT MIDLUM 160.10
CY-629-VZ;CAA009IV08;26/05/2008;CEIPLEU;CEI Pleumeleuc;222655,00;IVECO DAILY 65C18  6,5T SC
CY-647-VZ;CAA010IV08;29/05/2008;DOM;Biens remis aux Domaines;196000,00;IVECO DAILY 65C18  6,5T SC
CY-682-VZ;VUE038RE08;30/06/2008;DOM;Biens remis aux Domaines;456000,00;RENAULT MASTER L?H? 2,5 DCI-120
CY-761-VZ;VLC045RE08;16/01/2008;PSVPOOL;Pool Relais PS Vannes;210393,00;RENAULT CLIO III 1,5 DCI
CY-904-HG;VLC070RE08;14/01/2008;DOM;Biens remis aux Domaines;184948,00;RENAULT CLIO 1.5DCI
CY-931-HG;VLC040RE08;14/01/2008;PSBPOOL;Pool Relais PS Brest;302377,00;RENAULT CLIO 1.5 DCI
CY-948-HG;VLC038RE08;10/01/2008;PSBPOOL;Pool Relais PS Brest;249339,00;RENAULT CLIO II 1.5 DCI
CY-969-HG;VUE044RE08;05/05/2008;DOM;Biens remis aux Domaines;461100,00;RENAULT MASTER L2H2 2,5 DCI 150CV
CY-989-HG;VUE042RE08;05/05/2008;PSBREF;Réforme PS Brest;722200,00;RENAULT MASTER 2,5  DCI 150
CZ-092-NN;CAA008IV08;19/02/2008;CEILORI;CEI Lorient;128977,00;IVECO DAILY
CZ-117-NN;CAA007IV08;19/02/2008;CEIVANN;CEI Vannes;181827,00;IVECO DAILY 7,5T BENNE AMO
CZ-142-NN;CAA006IV08;19/02/2008;DOM;Biens remis aux Domaines;151126,00;IVECO DAILY BENNE 65C18
CZ-177-NN;CAD004RE08;17/04/2008;CEIVANN;CEI Vannes;149163,00;RENAULT PREMIUM 370/26 E4 BENNE GRUE
CZ-177-VJ;VLC114RE06;13/02/2006;DOM;Biens remis aux Domaines;119450,00;RENAULT CLIO 1.2 ESS
CZ-212-NN;CAD005RE08;17/04/2008;CEIPLOE;CEI Ploërmel;150187,00;RENAULT LANDER 26T
CZ-266-NN;VLC046RE08;31/01/2008;DOM;Biens remis aux Domaines;217494,00;RENAULT CLIO III 1,5 DCI
CZ-716-EX;VLC113RE06;13/02/2006;DOM;Biens remis aux Domaines;160000,00;RENAULT CLIO 1.2 ESS
DB-609-EF;CAC082RE08;16/07/2008;CEICHNE;CEI Châteauneuf du Faou;108146,00;RENAULT PREMIUM LANDER 19T benne amo
DC-038-DD;CAC089RE14;13/01/2014;CEISTHE;CEI Saint Thégonnec;166061,00;RENAULT MIDLUM 220-16 avec grue HIAB
DE-229-EC;VUE124RE14;24/03/2014;PSVPOOL;Pool Relais PS Vannes;200340,00;RENAULT MASTER III L3H3 2.3 DCI 150 CV
DE-232-EC;VUE123RE14;24/03/2014;CEIPLOE;CEI Ploërmel;183821,00;RENAULT MASTER L3H3 2.3DCI 150CV
DE-235-EC;VUE122RE14;24/03/2014;PSNANTE;Point Service Nantes;340000,00;RENAULT MASTER L3H3 2.3DCI 150CV
DE-237-EC;VUE121RE14;24/03/2014;PSNPOOL;Pool Relais PS Nantes;405800,00;RENAULT MASTER III L3H3 2.3 DCI 150CV
DE-238-EC;VUE120RE14;24/03/2014;PSRPOOL;Pool Relais PS Rennes;324100,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DE-244-EC;VUE116RE14;24/03/2014;PSSBREF;Réforme PS St Brieuc;364200,00;RENAULT MASTER L3H3 2.3 DCI 150cv
DE-279-EC;VUE117RE14;24/03/2014;PSSBPOO;Pool Relais PS St Brieuc;406752,00;RENAULT MASTER L3H3 2.3 DCI 150 CV
DE-291-EC;VUE119RE14;24/03/2014;DOM;Biens remis aux Domaines;535239,00;RENAULT MASTER III L3H3 2.3 DCI 150 CV
DE-295-EC;VUE118RE14;24/03/2014;TR3DS53;Transfert 3ds CD53;321936,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DE-299-EC;VUB032RE14;24/03/2014;PARME;Pôle Admi Rés Maint Equip;110760,00;RENAULT TRAFIC L2H2
DF-805-PH;VLC115TO14;07/05/2014;PSVPOOL;Pool Relais PS Vannes;121367,00;TOYOTA YARIS HYBRID
DF-824-PH;VLC116TO14;07/05/2014;CLAS;Comité Local d'Action Sociale;95518,00;TOYOTA YARIS HYBRID
DF-845-PH;VLA061RE14;07/05/2014;CEISAVE;CEI Savenay;177809,00;RENAULT KANGOO 1.5 DCI 110 CV
DF-864-PH;VUA071RE14;07/05/2014;DOM;Biens remis aux Domaines;202217,00;KANGOO 1.5 DCI 110CV APV FW06
DF-888-PH;VLA062RE14;07/05/2014;CEITRAM;CEI Tramain;283468,00;RENAULT KANGOO 1.5 DCI
DF-907-PH;VUE125RE14;07/05/2014;PSSBREF;Réforme PS St Brieuc;417095,00;RENAULT MASTER L3H3 2.3 DCI 150 CV
DF-952-PH;VLA060RE14;07/05/2014;TR3DS53;Transfert 3ds CD53;128019,00;RENAULT KANGOO 1.5 DCI 110CV
DJ-488-YH;CAC083RE14;09/09/2014;CEIPERR;CEI Le Perray;108444,00;RENAULT PREMIUM C 19T 280 CV E6 BI-BENNE
DM-004-KX;VUE148RE14;10/12/2014;CEIVANN;CEI Vannes;272269,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
DM-023-KX;CAB046RE05;03/11/2005;PSRENNE;Point Service Rennes;212721,00;RENAULT MIDLUM 220 + NACELLE
DM-876-KW;VUE140RE14;10/12/2014;CEIPLEU;CEI Pleumeleuc;297340,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
DM-903-KW;VUE143RE14;10/12/2014;CEISEGU;CEI La Séguinière;176022,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
DM-915-KW;VUE145RE14;10/12/2014;CEILOCM;CEI Locminé;192183,00;RENAULT MASTER L3 H3 2.3 DCI 150 CV
DN-011-HD;VUE139RE15;16/01/2015;TR3DS53;Transfert 3ds CD53;224961,00;RENAULT MASTER L3H3 2.3 DCI 150 CV
DN-605-GG;VLA066RE15;15/01/2015;PSRPOOL;Pool Relais PS Rennes;97070,00;RENAULT KANGOO 1.5 DCI
DN-616-GG;VUE136RE15;15/01/2015;CEIROST;CEI Rostrenen;296400,00;RENAULT MASTER III L3H3 2.3 DCI 165CV
DN-635-GG;VUE137RE15;15/01/2015;DOM;Biens remis aux Domaines;337855,00;RENAULT MASTER III L3H3 2.3 DCI 150CV
DN-648-GG;VUE151RE15;15/01/2015;CEIBRES;CEI Brest;258881,00;RENAULT MASTER L3H3 2.3 DCI 165CV
DN-666-GG;VUE150RE15;15/01/2015;CEISTHE;CEI Saint Thégonnec;212233,00;RENAULT MASTER L3H3 2.3 DCI 165CV
DN-685-GG;VUE149RE15;15/01/2015;PSBREF;Réforme PS Brest;167204,00;RENAULT MASTER L3H3 2.3DCI 150CV
DN-697-GG;VLC117TO15;15/01/2015;CIGT22;CIGT de St Brieuc;39212,00;TOYOTA YARIS HYBRID
DN-907-HC;VLA063RE15;16/01/2015;SIR;Serv. Ingén. Routière;108766,00;RENAULT KANGOO 1.5 DCI
DN-918-HC;VLA065RE15;16/01/2015;CEITRAM;CEI Tramain;221323,00;RENAULT KANGOO 1.5 DCI
DN-927-HC;VLA064RE15;16/01/2015;CEIMAYE;CEI Mayenne;192447,00;RENAULT KANGOO 1.5 DCI
DN-935-HC;VUE141RE15;16/01/2015;DOM;Biens remis aux Domaines;525146,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DN-952-HC;VUE144RE15;16/01/2015;DOM;Biens remis aux Domaines;450263,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DN-975-HC;VUE146RE15;16/01/2015;PSRREF;Réforme PS Rennes;440823,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DN-986-HC;VUE147RE15;16/01/2015;PSVPOOL;Pool Relais PS Vannes;518581,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DN-999-HC;VUE138RE15;16/01/2015;PSVPOOL;Pool Relais PS Vannes;463359,00;RENAULT MASTER L3H3 2.3 DCI 150CV
DP-366-YX;VUB033RE15;19/03/2015;CEIVANN;CEI Vannes;422333,00;RENAULT TRAFICL1H1 1.6 DCI
DP-376-YX;VUB035RE15;19/03/2015;DOM;Biens remis aux Domaines;336000,00;RENAULT TRAFIC L1H1 1.6 DCI
DP-390-YX;VLC118RE15;19/03/2015;PSNANTE;Point Service Nantes;154722,00;CLIO IV 1.5 DCI BLANCHE
DP-403-YX;VUB034RE15;19/03/2015;CEILOCM;CEI Locminé;407170,00;RENAULT TRAFIC L1H1 1.6 DCI
DP-414-YX;VUE152RE15;19/03/2015;DOM;Biens remis aux Domaines;87962,00;RENAULT MASTER III L3H3 2.3 DCI 165 CV
DP-430-YX;VUE142RE15;19/03/2015;CEIHERI;CEI Héric;310600,00;RENAULT MASTER L3H3 2.3 DCI 165 CV
DQ-615-ND;VUE153RE15;08/04/2015;PSVPOOL;Pool Relais PS Vannes;429899,00;RENAULT MASTER L3 H3 2.3 DCI 165CV
DQ-624-ND;VUE155RE15;08/04/2015;PSVREF;Réforme PS Vannes;389529,00;RENAULT MASTER L3H3 2.3 DCI 165CV
DQ-637-ND;VUE154RE15;08/04/2015;TR3DS53;Transfert 3ds CD53;370710,00;RENAULT MASTER L3 H3 2.3 DCI 165CV
DQ-647-ND;VUE156RE15;08/04/2015;PSSBPOO;Pool Relais PS St Brieuc;450739,00;RENAULT MASTER III L3 H3 2.3 DCI 165CV
DR-001-NZ;CAL007RE15;19/05/2015;DOM;Biens remis aux Domaines;178971,00;RENAULT G 430 AMPLIROLL
DR-286-LY;CAB058RE15;13/05/2015;CEIGOUL;CEI Goulaine;18288,00;RENAULT D14.240 E6 TRIBENNE
DR-833-CG;CAC085RE15;28/04/2015;CEILOCM;CEI Locminé;130083,00;RENAULT PREMIUM C 19T 320 CV E6 AMPLIROLL
DS-410-WJ;VLC119RE15;29/06/2015;ASP44;Animateur Sécurité 44 & 53;104200,00;CLIO IV 1.5 DCI ORANGE
DX-023-DT;CAC086RE15;06/11/2015;STRENN;Section Travaux Rennes;339517,00;TRACTEUR RENAULT T480
DY-473-YV;VLC120RE16;18/01/2016;CEIPERR;CEI Le Perray;176522,00;RENAULT CLIO IV 1.5 DCI ORANGE
DY-509-YV;VLC121RE16;18/01/2016;DIS35;District Rennes;109179,00;RENAULT CLIO IV 1.5 DCI ORANGE
DY-548-YV;VLC122RE16;18/01/2016;CEISEGU;CEI La Séguinière;165531,00;RENAAULT CLIO IV 1.5 DCI ORANGE
DY-586-YV;VLA067RE16;18/01/2016;CEIBRES;CEI Brest;93431,00;RENAULT KANGOO 1.5 DCI BLANC
EB-434-WK;CAC087RE16;29/04/2016;DIS56;District Vannes;216000,00;RENAULT D430 19 WIDE
EB-620-GX;VLA068RE16;13/04/2016;CEISEGU;CEI La Séguinière;131180,00;RENAULT KANGOO 1.5 DCI ORANGE
EB-632-GX;VLA070RE16;13/04/2016;CEIGUIN;CEI Guingamp;244136,00;RENAULT KANGOO 1.5 DCI 110 CV ORANGE
EB-656-GX;VLA071RE16;13/04/2016;CEIVANN;CEI Vannes;145268,00;RENAULT KANGOO 1.5 DCI ORANGE
EB-672-GX;VLA072RE16;13/04/2016;DOM;Biens remis aux Domaines;170532,00;RENAULT KANGOO 1.5 DCI 110CV ORANGE
EB-686-GX;VLA073RE16;13/04/2016;CEISTAU;CEI Saint Aubin du Cormier;176900,00;RENAULT KANGOO 1.5 DCI ORANGE
EB-740-GX;VLA069RE16;13/04/2016;TR3DS53;Transfert 3ds CD53;86750,00;RENAULT KANGOO 1.5 DCI BLANCHE
EB-753-GX;VLC125RE16;13/04/2016;CEIPLEU;CEI Pleumeleuc;156128,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EB-769-GX;VLC123RE16;13/04/2016;CEIMELG;CEI Melgven;194453,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EB-783-GX;VLC126RE16;13/04/2016;DIS56;District Vannes;75214,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EB-812-GX;VLC124RE16;13/04/2016;ASP56;Animateur Sécurité 56 & 29;147073,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EC-531-SR;VUA072RE16;02/06/2016;CEIPLES;CEI Pleslin Trigavou;182430,00;RENAULT KANGOO 1.5 DCI 110 CV ORANGE
EC-594-SR;VUA073RE16;12/06/2016;CEIRENN;CEI Rennes;197191,00;RENAULT KANGOO 1.5 DCI
EC-690-SR;VUA075RE16;12/06/2016;CEISTHE;CEI Saint Thégonnec;181231,00;RENAULT KANGO 1.5DCI
EC-727-SR;VLA074RE16;02/06/2016;CEIVANN;CEI Vannes;111000,00;RENAULT KANGOO 1.5 DCI 110 CV
EC-759-SR;VLA075RE16;02/06/2016;CEILORI;CEI Lorient;190408,00;RENAULT KANGOO 1.5 DCI
ED-295-RZ;VUE157RE16;04/07/2016;CEIRENN;CEI Rennes;435936,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165CV
ED-310-RZ;VUE167RE16;04/07/2016;CEILORI;CEI Lorient;130669,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165 CV
ED-327-RZ;VUE161RE16;04/07/2016;DOM;Biens remis aux Domaines;460753,00;RENAULT MASTER L3 H3PATROUILLEUR 165CV
ED-353-RZ;VUE162RE16;04/07/2016;CEICHTL;CEI Châteaulin;211227,00;RENAULT MASTER L3H3 BALISEUR 165CV
ED-368-RZ;VUE166RE16;04/07/2016;CEIPLOE;CEI Ploërmel;154940,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165 CV
ED-377-RZ;VUE159RE16;04/07/2016;PSRPOOL;Pool Relais PS Rennes;541024,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3 DCI 165 CV
ED-390-RZ;VUE160RE16;04/07/2016;PSSBREF;Réforme PS St Brieuc;327628,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3 DCI 165 CV
ED-407-RZ;VUE168RE16;04/07/2016;PSRPOOL;Pool Relais PS Rennes;509275,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3 DCI 165 CV
ED-422-RZ;VUE164RE16;04/07/2016;DOM;Biens remis aux Domaines;455968,00;RENAULT MASTER III L3H3 PATROUILLEUR 165 CV
ED-435-RZ;VUE165RE16;04/07/2016;DOM;Biens remis aux Domaines;35000,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165 CV
ED-455-RZ;VUE169RE16;04/07/2016;CEISAVE;CEI Savenay;345417,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165CV
ED-468-RZ;VUE163RE16;04/07/2016;CEICHNE;CEI Châteauneuf du Faou;161628,00;RENAULT MASTER III L3H3 BALISEUR 165CV
ED-490-RZ;VUE158RE16;04/07/2016;PSRPOOL;Pool Relais PS Rennes;194038,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 165CV PTAC 4500KG
EE-298-ZV;CAB047DA16;05/09/2016;CEIGUIN;CEI Guingamp;34073,00;DAF LF 210 FA  PTAC 11.99 T
EG-581-EV;CAB059IV16;24/10/2016;CEIPLES;CEI Pleslin Trigavou;62034,00;Camion 7t< PTAC <13t (Midlum, S150,….)
EH-065-DF;CAC084RE16;30/11/2016;CEIGUIN;CEI Guingamp;65331,00;RENAULT PREMIUM C 19T 280CV E6 TRI-BENNE
EH-320-MA;VLC127RE16;13/12/2016;CEICHTL;CEI Châteaulin;213559,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EH-341-MA;VLC129RE16;13/12/2016;PSBPOOL;Pool Relais PS Brest;87819,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EH-352-MA;VLC128RE16;13/12/2016;CEIMAYE;CEI Mayenne;178513,00;RENAULT CLIO IV 1.5 DCI BLANCHE
EJ-037-SC;VUD097RE17;31/01/2017;SEM;Service Entretien Modernisatio;47414,00;RENAULT MASTER L2H2 PREMARQUAGE 2.3 DCI E6 130CV
EJ-071-SC;VLC142RE17;31/01/2017;SEM;Service Entretien Modernisatio;171070,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90CV
EJ-535-SB;VLC133RE17;31/01/2017;PSRREF;Réforme PS Rennes;111717,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-551-SB;VLC132RE17;31/01/2017;POTSI;Pôle Opti Tra et Sys Info;85333,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90CV
EJ-562-SB;VLC134RE17;31/01/2017;CEIGUIN;CEI Guingamp;266048,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90CV
EJ-571-SB;VLC135RE17;31/01/2017;SIROA;Serv. Ingén. Rout. & Ouvr. Art;75466,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-603-SB;VLC136RE17;31/01/2017;CEILOCM;CEI Locminé;74270,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-637-SB;VLC137RE17;31/01/2017;DIS44;District Nantes;108002,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90CV
EJ-679-SB;VLC130RE17;31/01/2017;SIROA;Serv. Ingén. Rout. & Ouvr. Art;130223,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-710-SB;VLC131RE17;31/01/2017;CEIHERI;CEI Héric;124936,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-747-SB;VLC138RE17;31/01/2017;SG;Secrétariat Général;98128,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-804-SB;VLC139RE17;31/01/2017;PSSBPOO;Pool Relais PS St Brieuc;121242,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-839-SB;VLC140RE17;31/01/2017;SG;Secrétariat Général;51338,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90CV
EJ-877-SB;VLC141RE17;31/01/2017;SEM;Service Entretien Modernisatio;88200,00;RENAULT CLIO IV BLANCHE 1.5 DCI 90 CV
EJ-913-SB;VUE171RE17;31/01/2017;CEISTAU;CEI Saint Aubin du Cormier;191800,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI E6 170CV
EJ-952-SB;VUE170RE17;31/01/2017;CEIMAYE;CEI Mayenne;111310,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI E6 170CV
EJ-994-SB;VUE172RE17;31/01/2017;PSRREF;Réforme PS Rennes;496822,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3DCI E6 170CV
EK-608-WB;VUF006RE17;16/03/2017;PSSBPOO;Pool Relais PS St Brieuc;160507,00;RENAULT MASTER L3H3 BALISEUR 4.5T
EK-640-WB;VLA079RE17;16/03/2017;CEISAVE;CEI Savenay;116760,00;RENAULT KANGOO 1.5 DCI BLANCHE
EK-656-WB;VLA078RE17;16/03/2017;PSRPOOL;Pool Relais PS Rennes;69745,00;RENAULT KANGOO 1.5 DCI BLANCHE
EK-668-WB;VLA077RE17;16/03/2017;CEILOUD;CEI Loudéac;206629,00;RENAULT KANGOO 1.5 DCI BLANCHE
EK-679-WB;VLA076RE17;16/03/2017;CEIBAIN;CEI Bain de Bretagne;149930,00;RENAULT KANGOO 1.5 DCI BLANCHE
EK-691-WB;VUA074RE17;16/03/2017;CEICHNE;CEI Châteauneuf du Faou;124361,00;RENAULT KANGOO 1.5 DCI
EM-458-NV;VUC017RE17;18/05/2017;CEISTAU;CEI Saint Aubin du Cormier;116368,00;RENAULT MASTER BENNE 2.3 DCI 145CV
EM-466-NV;VUC018RE17;18/05/2017;CEINANT;CEI Nantes;85018,00;RENAULT MASTER BENNE 2.3 DCI 145CV
EM-481-NV;VUB037RE17;18/05/2017;CEINANT;CEI Nantes;223192,00;RENAULT TRAFIC L2H2 2.3 DCI 145CV
EM-493-NV;VUB036RE17;18/05/2017;CEISAVE;CEI Savenay;206844,00;RENAULT TRAFIC L2H2 2.3 DCI
EM-580-NV;VLD012CI17;18/05/2017;DIS56;District Vannes;210996,00;CITROEN C4 SCOOP MILLENIUM ESS 130 CV
EM-593-NV;VLD013CI17;18/05/2017;SG;Secrétariat Général;83012,00;CITROEN C4 SCOOP MILLENIUM ESS 130CV
EN-349-HM;CAD054RE17;15/06/2017;CEIPLEU;CEI Pleumeleuc;192612,00;RENAULT C380 P 6X4 POLYBENNE avec prise de forçe AR moteur
EN-899-JJ;VUE176RE17;16/06/2017;CEINANT;CEI Nantes;223990,00;RENAULT MASTER L2 H3 3PL 2.3 DCI 170CV
EN-907-JJ;VUE174RE17;16/06/2017;PSBPOOL;Pool Relais PS Brest;581338,00;RENAULT MASTER L3H3 PATROUILLEUR 2.3DCI 170CV
EN-918-JJ;VUE173RE17;16/06/2017;CEILORI;CEI Lorient;172224,00;RENAULT MASTER L3H3 3PL 2.3 DCI 170CV
EP-677-SG;CAL008RE17;04/08/2017;DOM;Biens remis aux Domaines;42656,00;RENAULT C 430 AMPLIROLL
EP-686-MP;CAA020IV17;27/07/2017;CEIPLES;CEI Pleslin Trigavou;87066,00;Camion IVECO DAILY 5.2T 170 CV
EP-873-SG;CAL009RE17;04/08/2017;CEIGOUL;CEI Goulaine;103641,00;RENAULT C 430 AMPLIROLL
EQ-269-AV;CAD056RE17;25/08/2017;CEICHNE;CEI Châteauneuf du Faou;95507,00;RENAULT C430 P6X4 K E6 POLYBENNE avec prise de forçe AR moteur
ER-056-WT;CAB056RE17;07/11/2017;CEIPLOE;CEI Ploërmel;131944,00;RENAULT D12 P4X2 240E6 avec grue PALFINGER  PK 12000
ER-129-FP;VUE175RE17;13/10/2017;CEIPLEU;CEI Pleumeleuc;181552,00;RENAULT MASTER L3 H3 BALISEUR 2.3DCI 170 CV E6
ER-137-FP;VUB038RE17;13/10/2017;SIR;Serv. Ingén. Routière;163202,00;RENAULT TRAFIC L1H1 1.6 DCI 120CV
ER-147-FP;VUE183RE17;13/10/2017;CEISEGU;CEI La Séguinière;236812,00;RENAULT MASTER L3H3 BALISEUR 2.3 DCI 170CV E6
